0.602701,0.595532,-0.000189
0.599935,0.598377,-0.000196
0.597128,0.601229,-0.000190
0.594311,0.604072,-0.000159
0.591485,0.606903,-0.000170
0.588641,0.609718,-0.000189
0.585777,0.612512,-0.000203
0.582893,0.615285,-0.000213
0.579990,0.618038,-0.000220
0.577068,0.620772,-0.000224
0.574129,0.623486,-0.000225
0.571174,0.626182,-0.000222
0.568204,0.628861,-0.000215
0.565221,0.631525,-0.000217
0.562225,0.634175,-0.000223
0.559213,0.636807,-0.000227
0.556186,0.639422,-0.000229
0.553145,0.642021,-0.000230
0.550092,0.644605,-0.000229
0.547029,0.647176,-0.000228
0.543955,0.649734,-0.000229
0.540870,0.652280,-0.000230
0.537776,0.654813,-0.000230
0.534672,0.657335,-0.000230
0.531559,0.659846,-0.000230
0.528438,0.662346,-0.000230
0.525308,0.664836,-0.000230
0.522171,0.667317,-0.000230
0.519026,0.669788,-0.000230
0.515874,0.672250,-0.000230
0.512715,0.674703,-0.000230
0.509550,0.677148,-0.000229
0.506378,0.679585,-0.000229
0.503199,0.682014,-0.000229
0.500006,0.684424,-0.000229
0.496793,0.686809,-0.000230
0.493559,0.689166,-0.000230
0.490306,0.691497,-0.000231
0.487036,0.693804,-0.000231
0.483751,0.696087,-0.000232
0.480451,0.698350,-0.000233
0.477139,0.700592,-0.000233
0.473813,0.702815,-0.000234
0.470476,0.705021,-0.000234
0.467127,0.707209,-0.000234
0.463768,0.709381,-0.000234
0.460399,0.711538,-0.000234
0.457021,0.713679,-0.000234
0.453634,0.715807,-0.000234
0.450239,0.717922,-0.000233
0.446835,0.720023,-0.000233
0.443424,0.722113,-0.000232
0.440006,0.724190,-0.000232
0.436580,0.726256,-0.000232
0.433149,0.728312,-0.000231
0.429711,0.730357,-0.000231
0.426268,0.732392,-0.000230
0.422819,0.734417,-0.000230
0.419364,0.736433,-0.000230
0.415905,0.738440,-0.000230
0.412440,0.740439,-0.000229
0.408969,0.742427,-0.000229
0.405483,0.744391,-0.000230
0.401981,0.746326,-0.000230
0.398462,0.748232,-0.000230
0.394928,0.750109,-0.000231
0.391381,0.751961,-0.000232
0.387822,0.753789,-0.000232
0.384252,0.755594,-0.000233
0.380672,0.757378,-0.000234
0.377082,0.759142,-0.000234
0.373484,0.760887,-0.000234
0.369877,0.762614,-0.000234
0.366262,0.764323,-0.000234
0.362640,0.766017,-0.000234
0.359010,0.767694,-0.000234
0.355374,0.769357,-0.000234
0.351731,0.771006,-0.000233
0.348082,0.772641,-0.000233
0.344427,0.774263,-0.000232
0.340766,0.775872,-0.000232
0.337100,0.777469,-0.000231
0.333428,0.779055,-0.000231
0.329750,0.780630,-0.000231
0.326069,0.782195,-0.000230
0.322383,0.783749,-0.000230
0.318693,0.785293,-0.000230
0.315000,0.786829,-0.000230
0.311302,0.788355,-0.000229
0.307599,0.789868,-0.000229
0.303884,0.791352,-0.000230
0.300155,0.792804,-0.000230
0.296415,0.794225,-0.000230
0.292663,0.795617,-0.000231
0.288903,0.796983,-0.000232
0.285133,0.798324,-0.000233
0.281356,0.799641,-0.000233
0.277571,0.800936,-0.000234
0.273780,0.802210,-0.000234
0.269983,0.803465,-0.000234
0.266180,0.804701,-0.000234
0.262372,0.805919,-0.000234
0.258558,0.807120,-0.000234
0.254739,0.808305,-0.000234
0.250915,0.809475,-0.000233
0.247087,0.810629,-0.000233
0.243255,0.811770,-0.000233
0.239418,0.812897,-0.000232
0.235578,0.814011,-0.000232
0.231734,0.815113,-0.000231
0.227886,0.816203,-0.000231
0.224035,0.817281,-0.000231
0.220181,0.818349,-0.000230
0.216324,0.819405,-0.000230
0.212465,0.820452,-0.000230
0.208602,0.821489,-0.000229
0.204737,0.822516,-0.000229
0.200865,0.823525,-0.000229
0.196986,0.824502,-0.000230
0.193097,0.825446,-0.000230
0.189202,0.826359,-0.000231
0.185299,0.827242,-0.000231
0.181391,0.828098,-0.000232
0.177478,0.828928,-0.000233
0.173560,0.829735,-0.000233
0.169638,0.830519,-0.000234
0.165712,0.831282,-0.000234
0.161782,0.832025,-0.000234
0.157848,0.832748,-0.000234
0.153912,0.833454,-0.000234
0.149972,0.834143,-0.000234
0.146029,0.834815,-0.000234
0.142084,0.835471,-0.000233
0.138136,0.836112,-0.000233
0.134185,0.836739,-0.000233
0.130233,0.837352,-0.000232
0.126278,0.837952,-0.000232
0.122321,0.838539,-0.000231
0.118363,0.839114,-0.000231
0.114402,0.839678,-0.000231
0.110440,0.840230,-0.000230
0.106476,0.840772,-0.000230
0.102512,0.841304,-0.000230
0.098545,0.841825,-0.000229
0.094577,0.842336,-0.000229
0.090606,0.842822,-0.000229
0.086630,0.843276,-0.000230
0.082650,0.843695,-0.000230
0.078667,0.844084,-0.000231
0.074681,0.844442,-0.000231
0.070694,0.844774,-0.000232
0.066705,0.845080,-0.000233
0.062714,0.845362,-0.000233
0.058723,0.845622,-0.000234
0.054730,0.845860,-0.000234
0.050737,0.846078,-0.000234
0.046743,0.846278,-0.000234
0.042748,0.846459,-0.000234
0.038752,0.846623,-0.000234
0.034756,0.846770,-0.000234
0.030759,0.846902,-0.000233
0.026761,0.847018,-0.000233
0.022764,0.847120,-0.000232
0.018765,0.847209,-0.000232
0.014767,0.847284,-0.000232
0.010768,0.847346,-0.000231
0.006769,0.847397,-0.000231
0.002770,0.847436,-0.000230
-0.001230,0.847463,-0.000230
-0.005229,0.847480,-0.000230
-0.009229,0.847487,-0.000230
-0.013229,0.847484,-0.000229
-0.017230,0.847469,-0.000229
-0.021230,0.847425,-0.000230
-0.025231,0.847346,-0.000230
-0.029232,0.847234,-0.000230
-0.033231,0.847091,-0.000231
-0.037229,0.846919,-0.000232
-0.041226,0.846721,-0.000232
-0.045220,0.846497,-0.000233
-0.049214,0.846250,-0.000234
-0.053205,0.845980,-0.000234
-0.057195,0.845690,-0.000234
-0.061183,0.845380,-0.000234
-0.065170,0.845052,-0.000234
-0.069155,0.844705,-0.000234
-0.073138,0.844341,-0.000234
-0.077120,0.843961,-0.000234
-0.081100,0.843566,-0.000233
-0.085079,0.843156,-0.000233
-0.089056,0.842731,-0.000232
-0.093032,0.842293,-0.000232
-0.097006,0.841843,-0.000231
-0.100978,0.841379,-0.000231
-0.104950,0.840904,-0.000231
-0.108919,0.840418,-0.000230
-0.112888,0.839920,-0.000230
-0.116855,0.839412,-0.000230
-0.120821,0.838894,-0.000230
-0.124785,0.838366,-0.000229
-0.128748,0.837824,-0.000229
-0.132707,0.837249,-0.000230
-0.136661,0.836640,-0.000230
-0.140610,0.835999,-0.000230
-0.144555,0.835328,-0.000231
-0.148494,0.834628,-0.000232
-0.152428,0.833903,-0.000233
-0.156357,0.833154,-0.000233
-0.160282,0.832382,-0.000234
-0.164202,0.831588,-0.000234
-0.168118,0.830775,-0.000234
-0.172030,0.829942,-0.000234
-0.175938,0.829091,-0.000234
-0.179843,0.828223,-0.000234
-0.183744,0.827338,-0.000234
-0.187641,0.826438,-0.000233
-0.191535,0.825522,-0.000233
-0.195426,0.824592,-0.000233
-0.199313,0.823649,-0.000232
-0.203197,0.822692,-0.000232
-0.207078,0.821723,-0.000231
-0.210957,0.820742,-0.000231
-0.214832,0.819749,-0.000231
-0.218705,0.818746,-0.000230
-0.222574,0.817731,-0.000230
-0.226441,0.816707,-0.000230
-0.230306,0.815673,-0.000229
-0.234167,0.814629,-0.000229
-0.238024,0.813565,-0.000229
-0.241872,0.812469,-0.000230
